Player,Pos,Salary,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
Javonte Green,SF-SG,1669178.00 ,27.00 ,TOT,41.00 ,2.00 ,11.50 ,1.30 ,2.50 ,0.52 ,0.20 ,0.70 ,0.33 ,1.00 ,1.80 ,0.60 ,0.57 ,0.70 ,1.00 ,0.75 ,0.60 ,1.10 ,1.70 ,0.40 ,0.70 ,0.10 ,0.50 ,1.10 ,3.60 ,3.90 
Javonte Green,SF,1669178.00 ,27.00 ,BOS,25.00 ,2.00 ,13.80 ,1.60 ,2.80 ,0.55 ,0.30 ,0.90 ,0.32 ,1.30 ,2.00 ,0.65 ,0.60 ,0.80 ,1.20 ,0.67 ,0.80 ,1.30 ,2.10 ,0.40 ,0.70 ,0.10 ,0.50 ,1.30 ,4.20 ,4.60 
Javonte Green,SG,1669178.00 ,27.00 ,CHI,16.00 ,0.00 ,8.00 ,0.90 ,1.90 ,0.45 ,0.20 ,0.50 ,0.38 ,0.70 ,1.40 ,0.48 ,0.50 ,0.60 ,0.60 ,1.00 ,0.40 ,0.80 ,1.20 ,0.40 ,0.60 ,0.30 ,0.40 ,0.80 ,2.60 ,3.30 
Jeff Green,C,4500000.00 ,34.00 ,BRK,68.00 ,38.00 ,27.00 ,3.80 ,7.80 ,0.49 ,1.50 ,3.70 ,0.41 ,2.30 ,4.10 ,0.56 ,0.59 ,1.80 ,2.40 ,0.78 ,0.50 ,3.40 ,3.90 ,1.60 ,0.50 ,0.40 ,0.80 ,1.80 ,11.00 ,11.00 
Josh Green,SG,2957520.00 ,20.00 ,DAL,39.00 ,5.00 ,11.40 ,1.10 ,2.40 ,0.45 ,0.10 ,0.60 ,0.16 ,1.00 ,1.70 ,0.56 ,0.47 ,0.30 ,0.60 ,0.57 ,0.70 ,1.30 ,2.00 ,0.70 ,0.40 ,0.10 ,0.40 ,0.90 ,2.60 ,3.30 
Blake Griffin,PF,32405817.00 ,31.00 ,TOT,46.00 ,30.00 ,25.80 ,3.80 ,8.90 ,0.42 ,1.50 ,4.50 ,0.34 ,2.30 ,4.50 ,0.51 ,0.51 ,1.90 ,2.50 ,0.74 ,0.80 ,4.10 ,4.90 ,3.00 ,0.70 ,0.30 ,1.30 ,2.40 ,11.00 ,11.80 
Blake Griffin,PF,32405817.00 ,31.00 ,DET,20.00 ,20.00 ,31.30 ,4.10 ,11.10 ,0.37 ,2.00 ,6.20 ,0.32 ,2.10 ,4.90 ,0.43 ,0.45 ,2.20 ,3.10 ,0.71 ,0.40 ,4.90 ,5.20 ,3.90 ,0.70 ,0.10 ,1.60 ,2.10 ,12.30 ,12.20 
Blake Griffin,PF,32405817.00 ,31.00 ,BRK,26.00 ,10.00 ,21.50 ,3.60 ,7.30 ,0.49 ,1.20 ,3.10 ,0.38 ,2.40 ,4.20 ,0.57 ,0.57 ,1.70 ,2.10 ,0.78 ,1.10 ,3.60 ,4.70 ,2.40 ,0.70 ,0.50 ,1.20 ,2.70 ,10.00 ,11.50 
Kyle Guy,PG,#N/A,23.00 ,SAC,31.00 ,0.00 ,7.60 ,0.90 ,2.80 ,0.33 ,0.40 ,1.50 ,0.28 ,0.50 ,1.40 ,0.38 ,0.40 ,0.50 ,0.60 ,0.80 ,0.20 ,1.00 ,1.10 ,1.00 ,0.20 ,0.00 ,0.40 ,0.60 ,2.80 ,2.50 
Rui Hachimura,PF,4916160.00 ,22.00 ,WAS,57.00 ,57.00 ,31.50 ,5.40 ,11.40 ,0.48 ,0.80 ,2.40 ,0.33 ,4.60 ,9.00 ,0.52 ,0.51 ,2.20 ,2.80 ,0.77 ,0.90 ,4.60 ,5.50 ,1.40 ,0.80 ,0.10 ,1.20 ,2.10 ,13.80 ,12.90 
Ashton Hagans,PG,#N/A,21.00 ,MIN,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,,0.00 ,0.00 ,,,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 
Tyrese Haliburton,PG,4023600.00 ,20.00 ,SAC,58.00 ,20.00 ,30.10 ,5.00 ,10.70 ,0.47 ,2.10 ,5.10 ,0.41 ,2.90 ,5.60 ,0.53 ,0.57 ,0.80 ,1.00 ,0.86 ,0.70 ,2.30 ,3.00 ,5.30 ,1.30 ,0.50 ,1.60 ,1.40 ,13.00 ,15.80 
Donta Hall,PF,#N/A,23.00 ,ORL,13.00 ,0.00 ,13.80 ,1.90 ,2.70 ,0.71 ,0.00 ,0.00 ,,1.90 ,2.70 ,0.71 ,0.71 ,1.80 ,2.60 ,0.68 ,1.80 ,2.90 ,4.80 ,0.80 ,0.40 ,0.80 ,0.60 ,1.40 ,5.60 ,9.40 
Josh Hall,SF,#N/A,20.00 ,OKC,21.00 ,1.00 ,16.00 ,1.40 ,4.70 ,0.30 ,0.20 ,1.80 ,0.11 ,1.20 ,3.00 ,0.42 ,0.32 ,1.00 ,2.10 ,0.50 ,0.30 ,2.50 ,2.80 ,1.30 ,0.20 ,0.00 ,1.20 ,1.80 ,4.10 ,2.20 
R.J. Hampton,SG-PG,2303040.00 ,19.00 ,TOT,51.00 ,1.00 ,17.40 ,2.70 ,6.10 ,0.44 ,0.50 ,1.70 ,0.31 ,2.10 ,4.40 ,0.48 ,0.48 ,1.10 ,1.60 ,0.67 ,0.60 ,2.90 ,3.50 ,1.70 ,0.40 ,0.20 ,1.00 ,1.20 ,6.90 ,7.60 
R.J. Hampton,PG,2303040.00 ,19.00 ,DEN,25.00 ,0.00 ,9.30 ,1.00 ,2.40 ,0.42 ,0.20 ,0.70 ,0.28 ,0.80 ,1.70 ,0.48 ,0.46 ,0.40 ,0.50 ,0.75 ,0.40 ,1.60 ,2.00 ,0.60 ,0.20 ,0.10 ,0.40 ,0.90 ,2.60 ,3.10 
R.J. Hampton,SG,2303040.00 ,19.00 ,ORL,26.00 ,1.00 ,25.20 ,4.30 ,9.70 ,0.44 ,0.80 ,2.70 ,0.32 ,3.40 ,7.10 ,0.48 ,0.48 ,1.80 ,2.70 ,0.66 ,0.70 ,4.20 ,5.00 ,2.80 ,0.60 ,0.30 ,1.60 ,1.50 ,11.20 ,12.10 
Tim Hardaway Jr.,SG,21306816.00 ,28.00 ,DAL,70.00 ,31.00 ,28.40 ,5.80 ,13.00 ,0.45 ,3.00 ,7.60 ,0.39 ,2.90 ,5.50 ,0.52 ,0.56 ,2.00 ,2.50 ,0.82 ,0.30 ,3.00 ,3.30 ,1.80 ,0.40 ,0.20 ,0.90 ,1.60 ,16.60 ,13.00 
James Harden,PG-SG,43848000.00 ,31.00 ,TOT,44.00 ,43.00 ,36.60 ,7.80 ,16.70 ,0.47 ,2.80 ,7.60 ,0.36 ,5.00 ,9.10 ,0.55 ,0.55 ,6.30 ,7.30 ,0.86 ,0.80 ,7.10 ,7.90 ,10.80 ,1.20 ,0.80 ,4.00 ,2.30 ,24.60 ,33.10 
James Harden,SG,43848000.00 ,31.00 ,HOU,8.00 ,8.00 ,36.30 ,7.50 ,16.90 ,0.44 ,3.10 ,9.00 ,0.35 ,4.40 ,7.90 ,0.56 ,0.54 ,6.60 ,7.50 ,0.88 ,0.60 ,4.50 ,5.10 ,10.40 ,0.90 ,0.80 ,4.30 ,1.80 ,24.80 ,29.90 
James Harden,PG,43848000.00 ,31.00 ,BRK,36.00 ,35.00 ,36.60 ,7.80 ,16.60 ,0.47 ,2.70 ,7.30 ,0.37 ,5.20 ,9.40 ,0.55 ,0.55 ,6.30 ,7.30 ,0.86 ,0.80 ,7.70 ,8.50 ,10.90 ,1.30 ,0.80 ,4.00 ,2.40 ,24.60 ,33.90 
Maurice Harkless,PF-SF,4347600.00 ,27.00 ,TOT,37.00 ,23.00 ,20.90 ,1.90 ,4.50 ,0.42 ,0.60 ,2.30 ,0.27 ,1.20 ,2.20 ,0.57 ,0.49 ,0.90 ,1.20 ,0.77 ,0.40 ,2.10 ,2.40 ,1.20 ,0.80 ,0.50 ,0.60 ,2.30 ,5.20 ,4.90 
Maurice Harkless,SF,4347600.00 ,27.00 ,MIA,11.00 ,3.00 ,11.30 ,0.50 ,1.20 ,0.39 ,0.50 ,1.00 ,0.46 ,0.00 ,0.20 ,0.00 ,0.58 ,0.00 ,0.20 ,0.00 ,0.20 ,1.00 ,1.20 ,0.60 ,0.20 ,0.40 ,0.30 ,1.30 ,1.40 ,1.60 
Maurice Harkless,PF,4347600.00 ,27.00 ,SAC,26.00 ,20.00 ,24.90 ,2.50 ,5.80 ,0.42 ,0.70 ,2.80 ,0.25 ,1.80 ,3.00 ,0.58 ,0.48 ,1.30 ,1.60 ,0.81 ,0.40 ,2.50 ,2.90 ,1.40 ,1.10 ,0.60 ,0.70 ,2.80 ,6.90 ,6.50 
Jared Harper,PG,0.00 ,23.00 ,NYK,8.00 ,0.00 ,2.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,0.40 ,0.00 ,0.00 ,0.40 ,0.50 ,0.75 ,0.00 ,0.30 ,0.30 ,0.10 ,0.00 ,0.00 ,0.40 ,0.10 ,0.40 ,0.10 
Montrezl Harrell,C,9720900.00 ,27.00 ,LAL,69.00 ,1.00 ,22.90 ,5.40 ,8.70 ,0.62 ,0.00 ,0.10 ,0.00 ,5.40 ,8.60 ,0.63 ,0.62 ,2.60 ,3.70 ,0.71 ,2.30 ,3.90 ,6.20 ,1.10 ,0.70 ,0.70 ,1.10 ,1.90 ,13.50 ,15.90 
Gary Harris,SG,20482143.00 ,26.00 ,TOT,39.00 ,38.00 ,27.70 ,3.50 ,8.80 ,0.40 ,1.20 ,3.60 ,0.34 ,2.30 ,5.20 ,0.44 ,0.47 ,1.60 ,2.00 ,0.82 ,0.50 ,1.50 ,2.00 ,2.00 ,0.70 ,0.30 ,0.90 ,1.80 ,9.90 ,7.40 
Gary Harris,SG,20482143.00 ,26.00 ,DEN,19.00 ,19.00 ,30.60 ,3.60 ,8.20 ,0.44 ,1.30 ,3.90 ,0.32 ,2.40 ,4.30 ,0.56 ,0.52 ,1.20 ,1.60 ,0.73 ,0.70 ,1.80 ,2.50 ,1.70 ,0.90 ,0.20 ,0.70 ,1.90 ,9.70 ,8.10 
Gary Harris,SG,20482143.00 ,26.00 ,ORL,20.00 ,19.00 ,25.00 ,3.50 ,9.50 ,0.37 ,1.20 ,3.30 ,0.36 ,2.30 ,6.20 ,0.37 ,0.43 ,2.10 ,2.40 ,0.88 ,0.40 ,1.20 ,1.60 ,2.30 ,0.60 ,0.40 ,1.20 ,1.70 ,10.20 ,7.10 
Jalen Harris,SG,#N/A,22.00 ,TOR,13.00 ,2.00 ,13.20 ,2.80 ,5.50 ,0.50 ,1.30 ,2.80 ,0.47 ,1.50 ,2.80 ,0.53 ,0.62 ,0.50 ,0.70 ,0.78 ,0.20 ,1.20 ,1.40 ,1.30 ,0.60 ,0.00 ,1.10 ,1.20 ,7.40 ,6.60 
Joe Harris,SF,17357143.00 ,29.00 ,BRK,69.00 ,65.00 ,31.00 ,5.20 ,10.20 ,0.51 ,3.10 ,6.40 ,0.48 ,2.10 ,3.80 ,0.56 ,0.65 ,0.70 ,0.90 ,0.78 ,0.60 ,3.00 ,3.60 ,1.90 ,0.70 ,0.20 ,0.90 ,2.00 ,14.10 ,13.30 
Tobias Harris,PF,36000000.00 ,28.00 ,PHI,62.00 ,62.00 ,32.50 ,7.60 ,14.90 ,0.51 ,1.30 ,3.40 ,0.39 ,6.30 ,11.50 ,0.55 ,0.56 ,2.90 ,3.30 ,0.89 ,1.00 ,5.80 ,6.80 ,3.50 ,0.90 ,0.80 ,1.70 ,1.90 ,19.50 ,21.90 
Shaquille Harrison,SG,#N/A,27.00 ,TOT,34.00 ,0.00 ,9.80 ,0.80 ,2.30 ,0.33 ,0.10 ,0.50 ,0.19 ,0.70 ,1.80 ,0.37 ,0.35 ,0.50 ,0.60 ,0.82 ,0.20 ,1.20 ,1.40 ,0.70 ,0.50 ,0.10 ,0.30 ,1.00 ,2.10 ,2.20 
Shaquille Harrison,SG,#N/A,27.00 ,UTA,17.00 ,0.00 ,3.30 ,0.40 ,1.20 ,0.30 ,0.00 ,0.10 ,0.00 ,0.40 ,1.10 ,0.33 ,0.30 ,0.30 ,0.40 ,0.83 ,0.20 ,0.40 ,0.50 ,0.50 ,0.10 ,0.00 ,0.30 ,0.20 ,1.00 ,1.00 
Shaquille Harrison,SG,#N/A,27.00 ,DEN,17.00 ,0.00 ,16.30 ,1.20 ,3.40 ,0.35 ,0.20 ,0.80 ,0.21 ,1.00 ,2.60 ,0.39 ,0.37 ,0.80 ,0.90 ,0.81 ,0.20 ,2.10 ,2.30 ,0.90 ,0.90 ,0.30 ,0.40 ,1.80 ,3.30 ,3.60 
Josh Hart,SF,12000000.00 ,25.00 ,NOP,47.00 ,4.00 ,28.70 ,3.20 ,7.30 ,0.44 ,1.30 ,4.10 ,0.33 ,1.90 ,3.20 ,0.58 ,0.53 ,1.50 ,1.90 ,0.78 ,1.10 ,6.90 ,8.00 ,2.30 ,0.80 ,0.30 ,1.00 ,2.40 ,9.20 ,13.70 
Isaiah Hartenstein,C,3430810.00 ,22.00 ,TOT,46.00 ,2.00 ,12.20 ,2.00 ,3.70 ,0.55 ,0.00 ,0.10 ,0.33 ,2.00 ,3.60 ,0.56 ,0.56 ,1.00 ,1.50 ,0.65 ,1.40 ,2.50 ,3.90 ,1.20 ,0.40 ,0.80 ,1.00 ,2.30 ,5.10 ,6.90 
Isaiah Hartenstein,C,3430810.00 ,22.00 ,DEN,30.00 ,0.00 ,9.10 ,1.40 ,2.70 ,0.51 ,0.00 ,0.00 ,,1.40 ,2.70 ,0.51 ,0.51 ,0.70 ,1.20 ,0.61 ,1.30 ,1.50 ,2.80 ,0.50 ,0.40 ,0.70 ,0.70 ,2.00 ,3.50 ,4.10 
Isaiah Hartenstein,C,3430810.00 ,22.00 ,CLE,16.00 ,2.00 ,17.90 ,3.30 ,5.70 ,0.58 ,0.10 ,0.40 ,0.33 ,3.20 ,5.30 ,0.60 ,0.59 ,1.50 ,2.20 ,0.69 ,1.60 ,4.40 ,6.00 ,2.50 ,0.50 ,1.20 ,1.40 ,2.80 ,8.30 ,12.60 
Udonis Haslem,C,2641691.00 ,40.00 ,MIA,1.00 ,0.00 ,3.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,,2.00 ,2.00 ,1.00 ,1.00 ,0.00 ,0.00 ,,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,5.00 
Jaxson Hayes,C,5348280.00 ,20.00 ,NOP,60.00 ,3.00 ,16.10 ,2.90 ,4.70 ,0.63 ,0.10 ,0.20 ,0.43 ,2.80 ,4.40 ,0.64 ,0.64 ,1.60 ,2.00 ,0.78 ,1.50 ,2.80 ,4.30 ,0.60 ,0.40 ,0.60 ,0.70 ,1.70 ,7.50 ,9.50 
Killian Hayes,PG,5572680.00 ,19.00 ,DET,26.00 ,18.00 ,25.80 ,2.70 ,7.70 ,0.35 ,0.80 ,2.80 ,0.28 ,2.00 ,5.00 ,0.40 ,0.40 ,0.50 ,0.70 ,0.82 ,0.20 ,2.40 ,2.70 ,5.30 ,1.00 ,0.40 ,3.20 ,2.20 ,6.80 ,8.80 
Gordon Hayward,SF,29900000.00 ,30.00 ,CHO,44.00 ,44.00 ,34.00 ,7.10 ,15.00 ,0.47 ,1.90 ,4.70 ,0.42 ,5.10 ,10.30 ,0.50 ,0.54 ,3.50 ,4.20 ,0.84 ,0.80 ,5.00 ,5.90 ,4.10 ,1.20 ,0.30 ,2.10 ,1.70 ,19.60 ,20.80 
Juancho Hernangómez,PF,6175440.00 ,25.00 ,MIN,52.00 ,6.00 ,17.30 ,2.50 ,5.80 ,0.44 ,1.10 ,3.20 ,0.33 ,1.40 ,2.50 ,0.57 ,0.53 ,1.20 ,1.90 ,0.62 ,0.90 ,3.10 ,3.90 ,0.70 ,0.40 ,0.10 ,0.50 ,1.00 ,7.20 ,7.30 
Willy Hernangómez,C,2327220.00 ,26.00 ,NOP,47.00 ,12.00 ,18.00 ,3.20 ,5.70 ,0.56 ,0.00 ,0.20 ,0.10 ,3.20 ,5.50 ,0.58 ,0.57 ,1.30 ,2.00 ,0.67 ,2.50 ,4.60 ,7.10 ,1.10 ,0.50 ,0.50 ,0.70 ,1.40 ,7.80 ,12.40 
Tyler Herro,SG,4004280.00 ,21.00 ,MIA,54.00 ,15.00 ,30.30 ,5.70 ,12.90 ,0.44 ,2.00 ,5.50 ,0.36 ,3.70 ,7.40 ,0.50 ,0.52 ,1.70 ,2.20 ,0.80 ,0.50 ,4.50 ,5.00 ,3.40 ,0.60 ,0.30 ,1.90 ,1.30 ,15.10 ,15.40 
Buddy Hield,SG,22477273.00 ,28.00 ,SAC,71.00 ,71.00 ,34.30 ,5.70 ,14.00 ,0.41 ,4.00 ,10.20 ,0.39 ,1.70 ,3.80 ,0.45 ,0.55 ,1.20 ,1.50 ,0.85 ,0.40 ,4.30 ,4.70 ,3.60 ,0.90 ,0.40 ,1.80 ,2.50 ,16.60 ,15.10 
George Hill,PG,4000000.00 ,34.00 ,TOT,30.00 ,17.00 ,22.40 ,3.20 ,6.60 ,0.48 ,1.00 ,2.70 ,0.39 ,2.10 ,3.90 ,0.55 ,0.56 ,1.30 ,1.70 ,0.80 ,0.50 ,1.50 ,2.00 ,2.40 ,0.80 ,0.20 ,1.00 ,1.00 ,8.70 ,9.30 
George Hill,PG,4000000.00 ,34.00 ,OKC,14.00 ,14.00 ,26.40 ,4.40 ,8.60 ,0.51 ,1.60 ,4.10 ,0.39 ,2.80 ,4.50 ,0.62 ,0.60 ,1.50 ,1.80 ,0.84 ,0.60 ,1.50 ,2.10 ,3.10 ,0.90 ,0.10 ,0.90 ,0.90 ,11.80 ,12.60 
George Hill,PG,4000000.00 ,34.00 ,PHI,16.00 ,3.00 ,18.90 ,2.10 ,4.80 ,0.44 ,0.60 ,1.40 ,0.39 ,1.60 ,3.40 ,0.46 ,0.50 ,1.20 ,1.60 ,0.76 ,0.50 ,1.50 ,2.00 ,1.90 ,0.70 ,0.20 ,1.20 ,1.20 ,6.00 ,6.50 
Solomon Hill,PF,2389641.00 ,29.00 ,ATL,71.00 ,16.00 ,21.30 ,1.50 ,4.20 ,0.36 ,1.00 ,3.00 ,0.32 ,0.50 ,1.20 ,0.45 ,0.47 ,0.50 ,0.60 ,0.76 ,0.60 ,2.40 ,3.00 ,1.10 ,0.70 ,0.20 ,0.60 ,1.60 ,4.50 ,5.10 
Nate Hinton,SG,0.00 ,21.00 ,DAL,21.00 ,0.00 ,4.40 ,0.70 ,2.00 ,0.36 ,0.20 ,0.90 ,0.21 ,0.50 ,1.10 ,0.48 ,0.41 ,0.30 ,0.50 ,0.70 ,0.00 ,0.40 ,0.40 ,0.40 ,0.30 ,0.10 ,0.20 ,0.40 ,2.00 ,1.30 
Jaylen Hoard,SF,#N/A,21.00 ,OKC,19.00 ,0.00 ,16.80 ,2.30 ,4.60 ,0.50 ,0.00 ,0.60 ,0.00 ,2.30 ,4.10 ,0.57 ,0.50 ,1.50 ,2.20 ,0.68 ,1.10 ,2.30 ,3.40 ,1.30 ,0.70 ,0.30 ,0.90 ,1.00 ,6.10 ,7.80 
Aaron Holiday,PG,3980551.00 ,24.00 ,IND,66.00 ,8.00 ,17.80 ,2.60 ,6.60 ,0.39 ,1.00 ,2.80 ,0.37 ,1.60 ,3.80 ,0.41 ,0.47 ,1.00 ,1.30 ,0.82 ,0.20 ,1.10 ,1.30 ,1.90 ,0.70 ,0.20 ,1.00 ,1.40 ,7.20 ,5.60 
Jrue Holiday,PG,30133333.00 ,30.00 ,MIL,59.00 ,56.00 ,32.30 ,7.00 ,13.90 ,0.50 ,1.90 ,4.80 ,0.39 ,5.10 ,9.20 ,0.56 ,0.57 ,1.80 ,2.30 ,0.79 ,1.20 ,3.30 ,4.50 ,6.10 ,1.60 ,0.60 ,2.20 ,1.70 ,17.70 ,21.40 
Justin Holiday,SG,6006420.00 ,31.00 ,IND,72.00 ,52.00 ,30.30 ,3.60 ,8.70 ,0.41 ,2.40 ,6.30 ,0.38 ,1.20 ,2.40 ,0.49 ,0.55 ,0.90 ,1.20 ,0.79 ,0.40 ,3.10 ,3.60 ,1.70 ,1.00 ,0.60 ,0.80 ,1.90 ,10.50 ,10.10 
Rondae Hollis-Jefferson,PF,#N/A,26.00 ,POR,11.00 ,1.00 ,9.70 ,0.80 ,1.60 ,0.50 ,0.00 ,0.10 ,0.00 ,0.80 ,1.50 ,0.53 ,0.50 ,0.80 ,1.50 ,0.56 ,1.00 ,1.40 ,2.40 ,1.20 ,0.20 ,0.40 ,0.20 ,1.40 ,2.50 ,3.80 
Richaun Holmes,C,10384500.00 ,27.00 ,SAC,61.00 ,61.00 ,29.20 ,6.00 ,9.40 ,0.64 ,0.00 ,0.20 ,0.18 ,6.00 ,9.20 ,0.65 ,0.64 ,2.20 ,2.80 ,0.79 ,2.40 ,5.90 ,8.30 ,1.70 ,0.60 ,1.60 ,1.20 ,3.50 ,14.20 ,18.90 
Rodney Hood,SF,2239544.00 ,28.00 ,TOT,55.00 ,5.00 ,17.10 ,1.70 ,4.70 ,0.36 ,0.60 ,2.10 ,0.30 ,1.10 ,2.70 ,0.41 ,0.43 ,0.40 ,0.50 ,0.86 ,0.40 ,1.50 ,1.90 ,1.00 ,0.40 ,0.10 ,0.70 ,1.30 ,4.50 ,3.50 
Rodney Hood,SF,2239544.00 ,28.00 ,POR,38.00 ,5.00 ,19.10 ,1.90 ,5.30 ,0.36 ,0.70 ,2.20 ,0.30 ,1.30 ,3.10 ,0.41 ,0.43 ,0.20 ,0.30 ,0.75 ,0.50 ,1.40 ,1.90 ,1.20 ,0.50 ,0.10 ,0.80 ,1.60 ,4.70 ,3.30 
Rodney Hood,SF,2239544.00 ,28.00 ,TOR,17.00 ,0.00 ,12.70 ,1.20 ,3.50 ,0.36 ,0.50 ,1.70 ,0.31 ,0.70 ,1.80 ,0.40 ,0.43 ,0.90 ,0.90 ,0.94 ,0.30 ,1.50 ,1.80 ,0.40 ,0.20 ,0.20 ,0.30 ,0.90 ,3.90 ,3.30 
Al Horford,C,27000000.00 ,34.00 ,OKC,28.00 ,28.00 ,27.90 ,5.80 ,12.90 ,0.45 ,2.00 ,5.40 ,0.37 ,3.80 ,7.40 ,0.51 ,0.53 ,0.60 ,0.80 ,0.82 ,1.00 ,5.70 ,6.70 ,3.40 ,0.90 ,0.90 ,1.00 ,1.70 ,14.20 ,17.10 
Talen Horton-Tucker,SG,9500000.00 ,20.00 ,LAL,65.00 ,4.00 ,20.10 ,3.40 ,7.50 ,0.46 ,0.60 ,2.00 ,0.28 ,2.90 ,5.50 ,0.52 ,0.50 ,1.50 ,2.00 ,0.78 ,0.40 ,2.20 ,2.60 ,2.80 ,1.00 ,0.30 ,1.60 ,2.00 ,9.00 ,9.10 
Danuel House Jr.,SF,2045094.00 ,27.00 ,HOU,36.00 ,23.00 ,25.90 ,3.10 ,7.60 ,0.40 ,1.50 ,4.30 ,0.35 ,1.60 ,3.20 ,0.48 ,0.50 ,1.10 ,1.80 ,0.65 ,0.50 ,3.20 ,3.70 ,1.90 ,0.60 ,0.40 ,1.00 ,1.90 ,8.80 ,8.30 
Dwight Howard,C,2641691.00 ,35.00 ,PHI,69.00 ,6.00 ,17.30 ,2.60 ,4.40 ,0.59 ,0.10 ,0.30 ,0.25 ,2.50 ,4.10 ,0.61 ,0.60 ,1.80 ,3.00 ,0.58 ,2.80 ,5.70 ,8.40 ,0.90 ,0.40 ,0.90 ,1.60 ,2.90 ,7.00 ,11.70 
Markus Howard,SG,#N/A,21.00 ,DEN,37.00 ,1.00 ,5.50 ,1.10 ,2.90 ,0.38 ,0.50 ,1.80 ,0.28 ,0.60 ,1.10 ,0.54 ,0.46 ,0.20 ,0.20 ,0.78 ,0.00 ,0.50 ,0.60 ,0.50 ,0.10 ,0.00 ,0.50 ,0.60 ,2.80 ,1.60 
Kevin Huerter,SG,4253357.00 ,22.00 ,ATL,69.00 ,49.00 ,30.80 ,4.60 ,10.60 ,0.43 ,2.00 ,5.60 ,0.36 ,2.60 ,5.00 ,0.51 ,0.53 ,0.70 ,0.90 ,0.78 ,0.60 ,2.80 ,3.30 ,3.50 ,1.20 ,0.30 ,1.10 ,2.40 ,11.90 ,11.60 
Elijah Hughes,SF,1517981.00 ,22.00 ,UTA,18.00 ,0.00 ,3.60 ,0.60 ,1.70 ,0.33 ,0.40 ,1.30 ,0.35 ,0.10 ,0.40 ,0.29 ,0.47 ,0.20 ,0.20 ,0.75 ,0.10 ,0.40 ,0.50 ,0.30 ,0.10 ,0.10 ,0.30 ,0.10 ,1.70 ,1.50 
De'Andre Hunter,SF,7775400.00 ,23.00 ,ATL,23.00 ,19.00 ,29.50 ,5.20 ,10.80 ,0.48 ,1.30 ,4.10 ,0.33 ,3.90 ,6.70 ,0.58 ,0.55 ,3.20 ,3.70 ,0.86 ,0.70 ,4.00 ,4.80 ,1.90 ,0.80 ,0.50 ,1.30 ,2.60 ,15.00 ,14.30 
Chandler Hutchison,SF,#N/A,24.00 ,TOT,25.00 ,1.00 ,13.80 ,1.60 ,4.10 ,0.38 ,0.30 ,0.90 ,0.36 ,1.20 ,3.20 ,0.38 ,0.42 ,0.80 ,1.00 ,0.84 ,0.20 ,2.90 ,3.10 ,0.70 ,0.50 ,0.20 ,0.80 ,1.30 ,4.30 ,4.80 
Chandler Hutchison,SF,#N/A,24.00 ,CHI,7.00 ,0.00 ,9.10 ,0.70 ,2.60 ,0.28 ,0.10 ,0.40 ,0.33 ,0.60 ,2.10 ,0.27 ,0.31 ,0.30 ,0.30 ,1.00 ,0.10 ,2.70 ,2.90 ,0.60 ,0.10 ,0.00 ,0.70 ,1.30 ,1.90 ,2.30 
Chandler Hutchison,SF,#N/A,24.00 ,WAS,18.00 ,1.00 ,15.70 ,1.90 ,4.70 ,0.40 ,0.40 ,1.10 ,0.37 ,1.50 ,3.70 ,0.41 ,0.44 ,1.10 ,1.30 ,0.83 ,0.30 ,2.90 ,3.20 ,0.70 ,0.60 ,0.30 ,0.80 ,1.30 ,5.20 ,5.70 
Serge Ibaka,C,9742000.00 ,31.00 ,LAC,41.00 ,39.00 ,23.30 ,4.50 ,8.90 ,0.51 ,1.00 ,2.80 ,0.34 ,3.60 ,6.10 ,0.59 ,0.56 ,1.00 ,1.30 ,0.81 ,1.80 ,4.90 ,6.70 ,1.80 ,0.20 ,1.10 ,1.10 ,1.90 ,11.10 ,14.30 
Andre Iguodala,SF,2641691.00 ,37.00 ,MIA,63.00 ,5.00 ,21.30 ,1.50 ,3.90 ,0.38 ,1.00 ,2.90 ,0.33 ,0.60 ,1.00 ,0.53 ,0.50 ,0.40 ,0.60 ,0.66 ,0.60 ,2.90 ,3.50 ,2.30 ,0.90 ,0.60 ,1.10 ,1.40 ,4.40 ,7.70 
Ersan İlyasova,PF,#N/A,33.00 ,UTA,17.00 ,1.00 ,8.70 ,1.20 ,3.20 ,0.39 ,1.10 ,2.40 ,0.44 ,0.20 ,0.80 ,0.23 ,0.56 ,0.30 ,0.30 ,1.00 ,0.40 ,1.30 ,1.70 ,0.20 ,0.60 ,0.20 ,0.50 ,1.70 ,3.80 ,2.80 
